Artist Name,Artist Genre,Artist Subgenre,Origin Country,Day,Popularity,Top Track Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature,Unnamed: 19,Unnamed: 20
D-Block Europe,Hip Hop,melodic drill,United Kingdom,Friday,76,Pakistan,866,719,7,-5817,0,301,45,0,112,857,76967,174545,4,,
KESI,Hip Hop,danish hip hop,Denmark,Friday,59,555 (feat. KESI),529,846,1,-4302,0,317,258,0,303,682,18961,157631,3,,
KESI,Hip Hop,danish hip hop,Denmark,Friday,59,Topform (feat. Lamin),751,698,8,-566,1,324,768,0,628,683,91597,141834,4,,
KESI,Hip Hop,danish hip hop,Denmark,Friday,59,Under Radar,838,564,1,-6704,1,178,42,161,114,488,129938,190057,4,,
KESI,Hip Hop,danish hip hop,Denmark,Friday,59,Er Her (Artigeardit. KESI),589,706,5,-5033,0,312,151,0,692,711,125546,157102,5,,
KESI,Hip Hop,danish hip hop,Denmark,Friday,59,Ibiza,882,727,9,-6539,0,259,125,0,113,407,133131,219072,4,,
Adekunle Gold,World,afrobeats,Nigeria,Friday,61,Party No Dey Stop (with Zinoleesky),86,66,5,-7837,0,142,191,0.000506,723,887,11811,168858,4,,
Adekunle Gold,World,afrobeats,Nigeria,Friday,61,Ogaranya,542,53,7,-12709,1,429,54,119,676,866,11188,168611,4,,
Adekunle Gold,World,afrobeats,Nigeria,Friday,61,High,801,864,6,-5441,0,386,11,118,405,828,115991,193758,4,,
Adekunle Gold,World,afrobeats,Nigeria,Friday,61,Okay,677,675,0,-5443,0,264,288,0,13,632,100268,186300,4,,
Adekunle Gold,World,afrobeats,Nigeria,Friday,61,Soro,833,637,2,-8811,1,522,238,0.00931,108,215,109199,162603,4,,
Alice Glass,Pop,dark pop,Canada,Friday,39,Forgiveness,651,826,2,-4806,1,523,784,0,201,198,111059,191200,4,,
Alice Glass,Pop,dark pop,Canada,Friday,39,LEGEND,455,856,5,-2947,1,196,103,0,425,619,177878,157753,4,,
Alice Glass,Pop,dark pop,Canada,Friday,39,Not Enough,553,679,10,-6046,0,257,522,176,144,367,102951,161260,4,,
Alice Glass,Pop,dark pop,Canada,Friday,39,BABY TEETH,742,65,10,-7117,0,686,216,214,374,508,130031,145653,4,,
Alice Glass,Pop,dark pop,Canada,Friday,39,Without Love,35,52,11,-6782,0,621,532,0,635,232,82768,235733,4,,
Code Orange,Punk,pennsylvania hardcore,U.S.,Friday,45,Take Shape (feat. Billy Corgan),494,792,6,-6055,1,14,0.00406,332,563,366,80002,204226,4,,
Code Orange,Punk,pennsylvania hardcore,U.S.,Friday,45,WWE: Shatter (Bray Wyatt),34,778,1,-6297,0,469,569,103,416,704,120741,273742,4,,
Code Orange,Punk,pennsylvania hardcore,U.S.,Friday,45,Grooming My Replacement,366,989,1,-3576,0,347,106,0.00249,876,738,82756,174666,4,,
Code Orange,Punk,pennsylvania hardcore,U.S.,Friday,45,Mirror,307,7,1,-6945,0,619,85,0.00975,608,246,174489,239133,4,,
Code Orange,Punk,pennsylvania hardcore,U.S.,Friday,45,Forever,306,883,7,-4205,1,855,0.00121,774,185,43,81188,187947,4,,
La Numero 1 Banda Jerez De Marco A. Flores,Latin,banda,Spain,Friday,45,Por una Lagrima,751,506,8,-11279,1,61,5,0,31,962,144968,181084,4,,
La Numero 1 Banda Jerez De Marco A. Flores,Latin,banda,Spain,Friday,45,Tamarindo,687,748,3,-7139,1,47,457,12,2,972,156049,159213,4,,
La Numero 1 Banda Jerez De Marco A. Flores,Latin,banda,Spain,Friday,45,LA CABRONA,695,821,0,-6308,1,502,862,166,591,972,104827,201400,3,,
La Numero 1 Banda Jerez De Marco A. Flores,Latin,banda,Spain,Friday,45,El Polvorete,829,879,5,-6989,1,409,552,129,478,98,109432,168613,4,,
La Numero 1 Banda Jerez De Marco A. Flores,Latin,banda,Spain,Friday,45,Arrinconamela,725,699,0,-845,1,619,492,122,232,675,117433,196867,3,,
GloRilla,Hip Hop,southern hip hop,U.S.,Friday,59,Tomorrow 2 (with Cardi B),795,814,0,-3945,1,4,736,0,117,68,160039,209811,4,,
GloRilla,Hip Hop,southern hip hop,U.S.,Friday,59,F.N.F. (Let's Go),864,476,1,-10068,1,436,374,0,374,647,157144,137580,4,,
GloRilla,Hip Hop,southern hip hop,U.S.,Friday,59,Lick Or Sum,904,611,1,-7001,0,314,179,0.000178,815,64,85015,141604,4,,
GloRilla,Hip Hop,southern hip hop,U.S.,Friday,59,On Wat U On (with GloRilla),893,55,1,-692,1,421,685,0,113,239,144473,159720,4,,
GloRilla,Hip Hop,southern hip hop,U.S.,Friday,59,Leave the Club (feat. Lil Durk & GloRilla),499,734,2,-4782,1,994,219,0,207,322,10497,222387,4,,
Greentea Peng,,alternative r&b,United Kingdom,Friday,53,Hu Man,684,638,9,-8279,0,585,393,0.000035,103,692,126959,203240,4,,
Greentea Peng,,alternative r&b,United Kingdom,Friday,53,Stuck In The Middle,835,422,1,-989,1,688,206,564,12,453,100029,165533,4,,
Greentea Peng,,alternative r&b,United Kingdom,Friday,53,Downers,761,336,7,-14097,0,134,275,0,721,447,108146,218889,4,,
Greentea Peng,,alternative r&b,United Kingdom,Friday,53,soulboy - IZCO Remix,603,687,6,-408,0,437,335,101,147,565,154981,229320,4,,
Greentea Peng,,alternative r&b,United Kingdom,Friday,53,Mr. Sun (miss da sun),77,576,9,-7384,0,691,516,432,664,699,138406,223533,4,,
Jammy Jams,,lullaby,International,Friday,39,Waterfalls (Lullaby Rendition),684,26,3,-11524,1,638,971,717,119,112,156014,201374,4,,
Jammy Jams,,lullaby,International,Friday,39,Lean on (Lullaby Rendition),713,134,7,-18118,0,107,995,807,123,303,161931,210291,4,,
Jammy Jams,,lullaby,International,Friday,39,Hey Ya (Lullaby Rendition),74,165,4,-17389,0,572,992,947,11,791,119992,224408,4,,
Jammy Jams,,lullaby,International,Friday,39,Bitter Sweet Symphony (Lullaby Rendition),563,225,9,-16535,1,467,956,618,105,635,170003,260073,4,,
Jammy Jams,,lullaby,International,Friday,39,Mr. Brightside (Lullaby Rendition),733,171,1,-1699,1,522,979,866,814,437,114019,290538,4,,
Japanese Breakfast,Pop,art pop,United Kingdom,Friday,55,Be Sweet,653,877,2,-582,0,275,102,0.00104,32,62,109985,195371,4,,
Japanese Breakfast,Pop,art pop,United Kingdom,Friday,55,Everybody Wants to Love You,481,876,7,-3263,1,345,408,153,283,682,129921,132632,4,,
Japanese Breakfast,Pop,art pop,United Kingdom,Friday,55,Kokomo. IN,415,665,9,-6374,1,291,792,0.000036,926,721,202173,218745,4,,
Japanese Breakfast,Pop,art pop,United Kingdom,Friday,55,Boyish,229,457,2,-7457,1,298,979,417,189,362,106798,213987,4,,
Japanese Breakfast,Pop,art pop,United Kingdom,Friday,55,Road Head,54,672,4,-8733,1,294,947,155,147,161,95036,195107,4,,
Liraz,Pop,persian alternative,Iran,Friday,23,Bia Bia,317,71,4,-6715,0,411,345,108,318,827,164598,216640,3,,
Liraz,Pop,persian alternative,Iran,Friday,23,Mahtab,855,506,9,-8109,0,496,571,0.00244,979,622,134199,180309,3,,
Liraz,Pop,persian alternative,Iran,Friday,23,Doone Doone,518,699,10,-6699,0,407,146,159,839,835,165977,278680,4,,
Liraz,Pop,persian alternative,Iran,Friday,23,Shirin Joon,57,72,2,-8692,0,765,674,0.00148,181,646,106324,168203,4,,
Liraz,Pop,persian alternative,Iran,Friday,23,Azizam,448,803,5,-5616,0,335,302,0,161,963,112025,191107,4,,
Rokia Konï¿½,Hip Hop,hip hop,Mali,Friday,19,N'yanyan,487,272,7,-6437,1,423,926,0,104,852,60426,216413,4,,
Rokia Konï¿½,Hip Hop,hip hop,Mali,Friday,19,Kurunba,661,926,7,-7856,1,522,369,709,104,223,130977,266093,4,,
Rokia Konï¿½,Hip Hop,hip hop,Mali,Friday,19,If We Get Lost They Will Find Us,313,348,2,-9276,0,348,791,658,812,212,70817,264720,3,,
Rokia Konï¿½,Hip Hop,hip hop,Mali,Friday,19,Bi Ye Tulonba Ye,452,745,0,-6214,1,104,94,416,699,22,91932,333840,4,,
Rokia Konï¿½,Hip Hop,hip hop,Mali,Friday,19,Mayougouba,796,582,9,-8935,1,904,769,712,112,705,126049,266160,4,,
Adam Skinner & Dan Skinner,,r&b soul,Nigeria,Friday,12,It's All Over,407,457,2,-9433,0,321,386,11,155,385,203901,217802,3,,
Adam Skinner & Dan Skinner,,r&b soul,Nigeria,Friday,12,Can't Stand The Rain,739,625,2,-642,1,333,188,0.000183,338,936,130021,188347,4,,
Adam Skinner & Dan Skinner,,r&b soul,Nigeria,Friday,12,Make Me Feel So Good,784,728,3,-8234,1,32,14,149,132,893,98009,189773,4,,
Adam Skinner & Dan Skinner,,r&b soul,Nigeria,Friday,12,Lock Down,693,843,6,-7118,1,164,304,0,216,748,142911,185983,4,,
Adam Skinner & Dan Skinner,,r&b soul,Nigeria,Friday,12,Blame It All On Me,329,514,9,-10997,0,761,854,0,945,447,146752,179858,4,,
Animistic Beliefs,Hip Hop,dutch experimental electronic,Netherlands,Friday,12,Margiela Face Mask,633,814,6,-9167,0,46,156,848,525,629,143003,293570,4,,
Animistic Beliefs,Hip Hop,dutch experimental electronic,Netherlands,Friday,12,Another World Underneath - Animistic Beliefs Remix,708,887,7,-7778,1,45,328,838,126,779,145989,237550,4,,
Animistic Beliefs,Hip Hop,dutch experimental electronic,Netherlands,Friday,12,Ojo de las Grayas,624,721,6,-10538,0,373,105,902,689,194,137009,405603,4,,
Animistic Beliefs,Hip Hop,dutch experimental electronic,Netherlands,Friday,12,Succubi Island,556,724,0,-10134,1,368,258,924,96,655,145024,314232,4,,
Animistic Beliefs,Hip Hop,dutch experimental electronic,Netherlands,Friday,12,Call of the Tahuri,575,659,1,-8603,1,536,109,862,282,112,145061,196138,4,,
AUNTY RAYZOR,Hip Hop,afro hip hop,Nigeria,Friday,13,Stutthip hop,896,402,11,-6155,1,281,642,0.00221,217,529,84977,107956,4,,
AUNTY RAYZOR,Hip Hop,afro hip hop,Nigeria,Friday,13,Whats My Name ?,738,905,2,-2824,1,741,315,16,344,943,150035,220056,4,,
AUNTY RAYZOR,Hip Hop,afro hip hop,Nigeria,Friday,13,Nina,757,944,8,-5347,1,151,205,12,286,9,135003,128219,4,,
AUNTY RAYZOR,Hip Hop,afro hip hop,Nigeria,Friday,13,Doko,874,853,9,-3616,0,378,483,0.000208,777,795,12414,235844,4,,
AUNTY RAYZOR,Hip Hop,afro hip hop,Nigeria,Friday,13,Murder,626,75,4,-5275,0,188,101,363,481,344,159755,136969,4,,
Baby Volcano,Indie,swiss indie,Switzerland,Friday,12,Kill Tu Ego,853,818,2,-575,1,285,804,451,263,389,117134,174767,4,,
Baby Volcano,Indie,swiss indie,Switzerland,Friday,12,FIN DEL MUNDO (PEAU),496,351,2,-10508,0,418,116,74,859,211,100034,246560,4,,
Baby Volcano,Indie,swiss indie,Switzerland,Friday,12,SWISS ANXIETY (PLEXUS SOLAIRE),7,452,7,-10465,1,304,438,222,868,435,187933,188293,4,,
Baby Volcano,Indie,swiss indie,Switzerland,Friday,12,SPM (UTï¿½RUS),684,4,0,-9366,1,775,229,0,851,253,119898,190787,4,,
Baby Volcano,Indie,swiss indie,Switzerland,Friday,12,todomeparece RIDï¿½CULO,665,644,6,-833,1,735,132,212,907,289,139902,204062,4,,
Backxwash,Hip Hop,lgbtq+ hip hop,Zambia,Friday,30,Headrush,632,945,5,-5141,0,913,158,0,373,488,129928,238267,4,,
Backxwash,Hip Hop,lgbtq+ hip hop,Zambia,Friday,30,GNOSTIC FLESH/MORTAL HELL,653,844,6,-5377,1,439,329,203,341,425,120047,219445,4,,
Backxwash,Hip Hop,lgbtq+ hip hop,Zambia,Friday,30,Spells,648,663,8,-7399,0,486,115,19,247,216,15799,143898,4,,
Backxwash,Hip Hop,lgbtq+ hip hop,Zambia,Friday,30,NEVER FORGIVE,438,963,11,-4049,0,195,0.00548,159,304,814,112805,134867,4,,
Backxwash,Hip Hop,lgbtq+ hip hop,Zambia,Friday,30,I LIE HERE BURIED WITH MY RINGS AND MY DRESSES,64,938,10,-3098,0,764,195,0,602,11,116974,298336,4,,
Body Type,,australian indie rock,Australia,Friday,20,Buoyancy,43,769,11,-7791,0,485,622,258,364,63,9983,189459,4,,
Body Type,,australian indie rock,Australia,Friday,20,Holding On,361,844,4,-6817,1,87,182,0.00319,791,704,159936,168224,4,,
Body Type,,australian indie rock,Australia,Friday,20,Sex & Rage,309,878,4,-7878,1,998,13,129,126,526,150048,162294,4,,
Body Type,,australian indie rock,Australia,Friday,20,Palms,375,838,1,-6589,0,82,73,0.00424,115,665,172032,217243,4,,
Body Type,,australian indie rock,Australia,Friday,20,Weekend,369,87,6,-6896,1,664,0.00502,118,232,615,147121,189584,4,,
Carpenter Brut,Electronic,cyberpunk,United Kingdom,Friday,53,Turbo Killer,312,755,5,-1673,0,67,0.00672,76,272,288,147162,208973,4,,
Carpenter Brut,Electronic,cyberpunk,United Kingdom,Friday,53,Roller Mobster,423,921,7,-167,1,734,0.000537,903,179,187,131011,214351,4,,
Carpenter Brut,Electronic,cyberpunk,United Kingdom,Friday,53,Le perv,537,911,5,-3964,1,478,0.00106,853,662,388,120036,256000,4,,
Carpenter Brut,Electronic,cyberpunk,United Kingdom,Friday,53,Maniac,482,781,3,-4398,0,532,0.00308,0,706,481,83043,278360,4,,
Carpenter Brut,Electronic,cyberpunk,United Kingdom,Friday,53,DooM Dance (feat. Carpenter Brut. Gavin Rossdale),538,876,5,-5342,0,476,0.00054,0.00019,111,591,95014,216333,4,,
Sleep Candy Music,,N/A,U.S.,Friday,53,Heartbeat White Noise. Pt. 01,836,76,4,-36725,1,924,975,973,109,282,195409,66289,3,,
Caroline Polachek,Pop,art pop,United Kingdom,Friday,60,So Hot You're Hurting My Feelings,795,576,6,-4971,1,289,787,0.00101,121,847,111975,183861,4,,
Caroline Polachek,Pop,art pop,United Kingdom,Friday,60,Dang,815,39,1,-7054,1,597,194,175,377,522,134992,165475,4,,
Caroline Polachek,Pop,art pop,United Kingdom,Friday,60,Sunset,643,753,11,-5397,0,577,609,0.00004,26,698,122016,162043,4,,
Caroline Polachek,Pop,art pop,United Kingdom,Friday,60,Welcome To My Island,692,627,9,-6104,1,564,836,0.00938,198,36,1180,232625,4,,
Caroline Polachek,Pop,art pop,United Kingdom,Friday,60,Bunny Is A Rider,796,663,6,-7311,0,494,732,135,185,426,110009,193957,4,,
Cannons,Pop,chillwave,Denmark,Friday,60,Fire for You,737,678,6,-7011,0,962,114,157,123,698,102051,231826,4,,
Cannons,Pop,chillwave,Denmark,Friday,60,Loving You,708,739,3,-6011,1,56,399,126,828,684,111035,194595,4,,
Cannons,Pop,chillwave,Denmark,Friday,60,Bad Dream,66,844,5,-6173,0,352,211,109,338,662,114952,202502,4,,
Cannons,Pop,chillwave,Denmark,Friday,60,Hurricane,689,723,11,-7493,0,34,134,995,682,415,104042,181154,4,,
Cannons,Pop,chillwave,Denmark,Friday,60,Heartbeat Highway,656,776,9,-5089,1,268,527,224,647,314,115016,221217,4,,
CoComelon em Portuguï¿½s,,musica infantil,Kenya,Friday,34,Eu Amo Halloween,778,234,4,-14916,1,348,616,0.000155,111,889,142533,153000,3,,
CoComelon em Portuguï¿½s,,musica infantil,Kenya,Friday,34,As Rodas do ï¿½nibus,913,371,9,-18462,1,609,435,0,612,967,125046,210042,4,,
CoComelon em Portuguï¿½s,,musica infantil,Kenya,Friday,34,Bebï¿½ Tubarï¿½o,951,389,7,-19946,1,521,743,101,112,965,99993,126000,4,,
CoComelon em Portuguï¿½s,,musica infantil,Kenya,Friday,34,Bingo,71,302,2,-14341,1,558,367,0,721,975,180075,161917,4,,
CoComelon em Portuguï¿½s,,musica infantil,Kenya,Friday,34,A Danï¿½a dos Animais,901,315,3,-18278,1,649,364,0,948,903,90078,172000,4,,
eee gee,Indie,danish indie,Denmark,Friday,39,promise to pick up the phone,683,606,11,-6617,0,32,287,0.000214,962,349,124975,232466,4,,
eee gee,Indie,danish indie,Denmark,Friday,39,school reunion,727,713,7,-6057,1,442,379,129,101,5,119957,174186,4,,
eee gee,Indie,danish indie,Denmark,Friday,39,perfect 10,792,612,1,-6006,1,451,118,205,136,764,114007,202752,4,,
eee gee,Indie,danish indie,Denmark,Friday,39,she-rex,689,398,2,-10882,1,285,94,0.00233,104,416,108978,111498,4,,
eee gee,Indie,danish indie,Denmark,Friday,39,more than a woman,498,515,3,-8133,1,304,134,276,139,261,87071,256534,4,,
Florence Adooni,,frafra,Ghana,Friday,19,Mam Pe'ela Su'ure,619,807,0,-678,0,372,412,0,256,965,94098,229010,3,,
Florence Adooni,,frafra,Ghana,Friday,19,Fo Yelle,475,715,9,-9624,0,336,748,128,157,702,97578,290443,4,,
Florence Adooni,,frafra,Ghana,Friday,19,Naba Aferda,743,803,7,-5533,0,445,444,519,153,9,93048,214396,3,,
Florence Adooni,,frafra,Ghana,Friday,19,Yinne,484,852,0,-7444,0,766,362,28,464,889,13038,260635,4,,
FRAADS,Hip Hop,danish hip hop,Denmark,Friday,32,Papa du sï¿½ flot (feat. Johnson),877,563,1,-4085,1,469,367,0.000223,698,79,140001,166240,4,,
FRAADS,Hip Hop,danish hip hop,Denmark,Friday,32,Leve Med Hinanden (Artigeardit. FRAADS),858,513,5,-7767,0,216,212,0,138,283,100051,177900,4,,
FRAADS,Hip Hop,danish hip hop,Denmark,Friday,32,Akira,52,458,9,-6836,1,388,758,0,65,432,170075,165039,4,,
FRAADS,Hip Hop,danish hip hop,Denmark,Friday,32,Forsigtig,697,711,5,-5339,1,334,536,0,115,909,81011,170667,4,,
FRAADS,Hip Hop,danish hip hop,Denmark,Friday,32,Blinker,833,439,8,-5753,1,446,775,0,906,787,120046,201125,4,,
Francesca Burattelli,Indie,ukrainian indie,Denmark,Friday,4,Giove,391,436,5,-11116,1,489,227,256,101,132,108503,239056,4,,
Francesca Burattelli,Indie,ukrainian indie,Denmark,Friday,4,Battle Fatigue,314,31,9,-14446,1,45,404,0.000231,358,125,118762,235369,3,,
Francesca Burattelli,Indie,ukrainian indie,Denmark,Friday,4,Argento Vivo,397,349,9,-14903,1,309,27,394,898,201,13526,184000,3,,
Francesca Burattelli,Indie,ukrainian indie,Denmark,Friday,4,Keen,178,23,5,-11834,1,321,532,0.00196,134,175,79462,170250,1,,
Francesca Burattelli,Indie,ukrainian indie,Denmark,Friday,4,Torrent,594,361,9,-17096,0,467,549,737,362,262,117942,187102,3,,
Ganger Baster,Electronic,dance electronic,Denmark,Friday,24,John Wick,687,736,4,-9349,0,762,127,834,101,316,19401,181856,4,,
Ganger Baster,Electronic,dance electronic,Denmark,Friday,24,Whip hop It Up,675,711,9,-2986,1,703,101,714,345,144,194022,183093,4,,
Ganger Baster,Electronic,dance electronic,Denmark,Friday,24,Ethnic Wave,766,869,6,-5203,1,528,557,353,31,166,88981,168539,4,,
Ganger Baster,Electronic,dance electronic,Denmark,Friday,24,Car Bass Collapse,773,52,2,-5458,1,753,283,909,847,49,101007,140792,4,,
Ganger Baster,Electronic,dance electronic,Denmark,Friday,24,Aliens,681,829,9,-542,1,375,358,868,467,27,95018,136421,4,,
Ghetto Kumbï¿½,Electronic,latintronica,Colombia,Friday,29,Interludio,867,497,4,-13143,1,117,648,823,109,409,128026,113440,4,,
Ghetto Kumbï¿½,Electronic,latintronica,Colombia,Friday,29,Estï¿½ Pillao - Studio Bros Remix,633,809,10,-7385,0,756,573,624,101,483,126088,339028,4,,
Ghetto Kumbï¿½,Electronic,latintronica,Colombia,Friday,29,Sola,853,591,11,-8088,0,86,447,101,842,376,125017,255977,4,,
Ghetto Kumbï¿½,Electronic,latintronica,Colombia,Friday,29,Tambï¿½,886,589,7,-8635,1,135,143,23,93,536,123006,255214,4,,
Ghetto Kumbï¿½,Electronic,latintronica,Colombia,Friday,29,El Alma del Mundo,687,827,1,-5759,0,424,162,382,661,823,127957,208125,4,,
Guldimund,Indie,danish indie,Denmark,Friday,45,Detï¿½ kun vigtigt. hvad det er,547,393,4,-7697,0,3,428,0,132,328,120806,199930,4,,
Guldimund,Indie,danish indie,Denmark,Friday,45,Halskï¿½de,503,326,9,-8065,0,322,293,0,111,272,143175,157373,1,,
Guldimund,Indie,danish indie,Denmark,Friday,45,Dem. Vi Plejede At Vï¿½re,303,607,10,-7148,0,356,146,0.00896,106,394,78994,338436,3,,
Guldimund,Indie,danish indie,Denmark,Friday,45,Hvordan ser Gud ud?,606,486,7,-11428,0,636,272,35,129,104,94987,202428,4,,
Guldimund,Indie,danish indie,Denmark,Friday,45,Brï¿½nder Stadig,641,595,5,-5697,0,248,213,0.00262,101,481,102849,188461,4,,
Jocksthip hop,Indie,crank wave,United Kingdom,Friday,43,Greatest Hits,696,786,1,-7593,1,467,834,419,446,76,96001,267080,4,,
Jocksthip hop,Indie,crank wave,United Kingdom,Friday,43,Good Girl,671,871,8,-4478,1,335,363,441,742,115,119992,242363,3,,
Jocksthip hop,Indie,crank wave,United Kingdom,Friday,43,Concrete Over Water,318,375,1,-7357,0,36,748,132,42,455,140211,369880,4,,
Jocksthip hop,Indie,crank wave,United Kingdom,Friday,43,I Touch,636,781,0,-4378,1,395,486,373,126,284,125039,279773,4,,
Jocksthip hop,Indie,crank wave,United Kingdom,Friday,43,Acid,55,268,0,-5956,1,257,205,3,21,181,80055,230400,4,,
Lady Neptune,Electronic,dance electronic,United Kingdom,Friday,2,Tears,78,759,0,-7876,1,488,136,152,88,803,132964,195075,4,,
Lady Neptune,Electronic,dance electronic,United Kingdom,Friday,2,Time 2 Make U Feel Good,517,91,7,-7977,1,928,243,385,36,155,180038,208472,4,,
Lady Neptune,Electronic,dance electronic,United Kingdom,Friday,2,Apocolyps,422,948,7,-8521,1,863,291,664,282,687,179942,243639,4,,
Lady Neptune,Electronic,dance electronic,United Kingdom,Friday,2,Masterer,498,799,6,-8341,0,432,631,817,316,506,179946,233783,4,,
Lady Neptune,Electronic,dance electronic,United Kingdom,Friday,2,Tell Me,527,971,7,-6598,1,283,4,827,398,192,180008,226872,4,,
Luedji Luna,,afrofuturismo brasileiro,Brazil,Friday,51,Banho de Folhas - Maz Remix,754,914,6,-8151,0,413,275,764,994,346,126001,215476,4,,
Luedji Luna,,afrofuturismo brasileiro,Brazil,Friday,51,Banho de Folhas,825,447,6,-13293,0,996,736,829,126,718,116015,389253,4,,
Luedji Luna,,afrofuturismo brasileiro,Brazil,Friday,51,Acalanto,732,341,7,-17093,1,997,95,102,102,449,170004,224467,4,,
Luedji Luna,,afrofuturismo brasileiro,Brazil,Friday,51,Bom Mesmo ï¿½ Estar Debaixo D'ï¿½gua,556,428,2,-12406,0,556,791,192,899,366,17205,271293,4,,
Luedji Luna,,afrofuturismo brasileiro,Brazil,Friday,51,Asas,622,258,9,-1605,1,328,941,196,937,351,93668,274840,3,,
Metteson,Indie,norwegian indie,Norway,Friday,32,Waves,453,684,9,-8196,0,486,731,0.00625,112,278,131943,216477,4,,
Metteson,Indie,norwegian indie,Norway,Friday,32,Under Your Shirt,585,73,2,-9126,1,659,196,519,101,276,128977,203436,4,,
Metteson,Indie,norwegian indie,Norway,Friday,32,Never Let Me Go,591,719,1,-934,0,442,206,0,834,454,120024,216062,4,,
Metteson,Indie,norwegian indie,Norway,Friday,32,Forever,373,272,1,-13267,1,338,68,585,902,255,120083,195653,4,,
Metteson,Indie,norwegian indie,Norway,Friday,32,Second Heart,63,402,4,-9133,1,302,55,166,116,335,121049,188861,4,,
Nikki Lane,,alternative country,U.S.,Friday,44,Breaking Up Slowly,37,314,10,-9677,0,445,912,0.000209,989,221,974,177536,5,,
Nikki Lane,,alternative country,U.S.,Friday,44,Send The Sun,577,681,8,-612,1,306,923,0.00263,104,508,125685,177573,3,,
Nikki Lane,,alternative country,U.S.,Friday,44,Right Time,562,639,8,-8188,1,3,785,142,35,514,10786,201667,4,,
Nikki Lane,,alternative country,U.S.,Friday,44,First High,71,604,11,-6505,0,417,691,0,19,338,119877,187867,4,,
Nikki Lane,,alternative country,U.S.,Friday,44,Highway Queen,542,759,0,-6274,1,487,282,0.000019,134,315,88479,231813,4,,
ShaSimone,Hip Hop,contemporary hip-hop,United Kingdom,Friday,28,I Know You Wanna,664,75,9,-5988,1,337,186,0.000143,108,264,129648,183754,5,,
ShaSimone,Hip Hop,contemporary hip-hop,United Kingdom,Friday,28,POP,799,721,7,-6761,0,348,706,0,181,505,140979,164573,4,,
ShaSimone,Hip Hop,contemporary hip-hop,United Kingdom,Friday,28,Movie,542,513,6,-13394,1,464,132,0,131,521,98858,156735,4,,
ShaSimone,Hip Hop,contemporary hip-hop,United Kingdom,Friday,28,Back To Sender,566,642,6,-8057,0,297,946,0,941,765,97369,165600,4,,
ShaSimone,Pop,pop,United Kingdom,Friday,28,Played Out,842,649,8,-10475,1,445,892,0,104,59,96093,156000,5,,
Siti Muharam,,taarab,Tanzania,Friday,4,Mashozi Ya Huba,708,563,7,-11611,1,12,447,901,112,598,165935,279847,4,,
Siti Muharam,,taarab,Tanzania,Friday,4,Pakistan,719,614,2,-10157,1,104,17,633,976,401,97012,396080,4,,
Siti Muharam,,taarab,Tanzania,Friday,4,Nyuki,728,594,10,-10447,0,539,569,211,103,657,101048,309502,4,,
Siti Muharam,,taarab,Tanzania,Friday,4,Sikitiko,598,589,2,-9389,1,426,318,341,259,39,91029,464656,4,,
Siti Muharam,,taarab,Tanzania,Friday,4,Alaminadura,633,588,9,-11963,1,398,409,275,106,387,175822,283980,4,,
The Po' Ramblin' Boys,,bluegrass,U.S.,Friday,28,I Can't Go on This Way,526,761,10,-6491,1,33,624,0,13,238,908,139514,123831,4,
The Po' Ramblin' Boys,,bluegrass,U.S.,Friday,28,Drive Myself to Drinkin',673,751,9,-6138,1,363,727,0,305,961,119268,157099,4,,
The Po' Ramblin' Boys,,bluegrass,U.S.,Friday,28,Blues Are Close at Hand,57,707,5,-7919,0,331,377,345,209,93,145056,159427,4,,
The Po' Ramblin' Boys,,bluegrass,U.S.,Friday,28,Next Train South,555,851,11,-4664,1,368,816,0,189,36,851,150083,154813,4,
The Po' Ramblin' Boys,,bluegrass,U.S.,Friday,28,Back to the Mountains,67,66,11,-8425,1,301,615,0,736,16,949,121351,152101,4,
Wu-Lu,Indie,crank wave,United Kingdom,Friday,27,South,674,814,11,-8216,1,448,237,365,605,623,97011,234293,4,,
Wu-Lu,Indie,crank wave,United Kingdom,Friday,27,Take Stage,419,318,3,-13768,0,407,797,645,126,421,172002,179916,4,,
Wu-Lu,Indie,crank wave,United Kingdom,Friday,27,Times,363,91,1,-7189,0,753,284,662,14,355,180031,318978,4,,
Wu-Lu,Indie,crank wave,United Kingdom,Friday,27,Seven Times - Wu-Lu Remix,679,111,6,-28013,1,653,623,274,353,508,90014,196000,4,,
Wu-Lu,Indie,crank wave,United Kingdom,Friday,27,Scrambled Tricks,648,73,8,-9295,0,649,369,748,426,273,89995,142163,4,,
Yaya Bey,,alternative r&b,U.S.,Friday,55,you up?,611,315,2,-10014,1,135,436,0,166,488,139787,74304,4,,
Yaya Bey,,alternative r&b,U.S.,Friday,55,meet me in brooklyn,538,521,8,-7061,1,856,576,0,471,397,74825,89617,4,,
Yaya Bey,,alternative r&b,U.S.,Friday,55,intro,65,401,3,-7585,0,283,844,0,112,515,74957,76788,3,,
Yaya Bey,,alternative r&b,U.S.,Friday,55,pour up,833,605,8,-11936,1,125,259,0,206,738,921,115968,125973,4,
Yaya Bey,,alternative r&b,U.S.,Friday,55,september 13th,696,186,10,-11348,0,651,937,0,131,293,89617,129982,4,,
Zuli Jr.,Pop,pop,Egypt,Friday,17,kubadiver,2,933,11,-3726,1,338,776,109,434,321,156315,172867,4,,
